Datetime,Close,High,Low,Open,Volume
2026-02-23 14:30:00+00:00,6910.419921875,6914.72021484375,6893.419921875,6901.25,0
2026-02-23 14:35:00+00:00,6914.0,6916.9599609375,6906.43994140625,6910.509765625,56200781
2026-02-23 14:40:00+00:00,6892.830078125,6913.75,6892.4501953125,6913.75,55542452
2026-02-23 14:45:00+00:00,6885.89013671875,6894.93017578125,6884.81982421875,6892.68994140625,51597906
2026-02-23 14:50:00+00:00,6887.5498046875,6898.08984375,6885.43994140625,6885.93994140625,44719009
2026-02-23 14:55:00+00:00,6881.89990234375,6888.14990234375,6880.2001953125,6887.5498046875,39978361
2026-02-23 15:00:00+00:00,6868.97998046875,6887.93994140625,6868.81005859375,6881.35009765625,47203022
2026-02-23 15:05:00+00:00,6864.97998046875,6873.31982421875,6863.35986328125,6868.97998046875,46949401
2026-02-23 15:10:00+00:00,6863.68017578125,6872.2900390625,6862.2998046875,6865.330078125,42862681
2026-02-23 15:15:00+00:00,6864.89013671875,6865.85986328125,6861.25,6863.68994140625,40421781
2026-02-23 15:20:00+00:00,6865.06982421875,6871.25,6861.58984375,6865.31982421875,39251874
2026-02-23 15:25:00+00:00,6860.5498046875,6865.169921875,6859.1298828125,6865.169921875,36762126
2026-02-23 15:30:00+00:00,6856.259765625,6865.27978515625,6856.14013671875,6860.91015625,40986379
2026-02-23 15:35:00+00:00,6857.35986328125,6860.31005859375,6853.169921875,6856.22021484375,32125496
2026-02-23 15:40:00+00:00,6852.330078125,6858.18017578125,6850.75,6857.3701171875,32279409
2026-02-23 15:45:00+00:00,6851.490234375,6855.16015625,6849.93994140625,6852.47998046875,33534879
2026-02-23 15:50:00+00:00,6843.75,6853.93994140625,6843.0400390625,6851.6201171875,37280493
2026-02-23 15:55:00+00:00,6838.85009765625,6844.47021484375,6838.27978515625,6843.7900390625,38368789
2026-02-23 16:00:00+00:00,6828.64013671875,6840.919921875,6825.2001953125,6838.6298828125,36873762
2026-02-23 16:05:00+00:00,6825.580078125,6829.52001953125,6823.9501953125,6828.77978515625,33988613
2026-02-23 16:10:00+00:00,6822.4599609375,6829.35009765625,6821.89013671875,6825.419921875,32130424
2026-02-23 16:15:00+00:00,6831.3798828125,6831.64990234375,6819.81982421875,6822.6298828125,33908416
2026-02-23 16:20:00+00:00,6834.1298828125,6836.9501953125,6831.35986328125,6831.35986328125,32150753
2026-02-23 16:25:00+00:00,6844.91015625,6845.009765625,6833.81982421875,6834.0400390625,36787000
2026-02-23 16:30:00+00:00,6843.009765625,6847.47021484375,6842.4501953125,6844.91015625,38944000
2026-02-23 16:35:00+00:00,6842.14013671875,6846.06005859375,6841.14990234375,6843.2001953125,32301000
2026-02-23 16:40:00+00:00,6841.080078125,6843.56982421875,6839.759765625,6841.97021484375,29456000
2026-02-23 16:45:00+00:00,6838.06005859375,6841.7099609375,6834.81982421875,6841.0400390625,27099000
2026-02-23 16:50:00+00:00,6838.7099609375,6842.10009765625,6836.85986328125,6838.02978515625,24698000
2026-02-23 16:55:00+00:00,6835.85009765625,6839.509765625,6834.8798828125,6838.83984375,24279000
2026-02-23 17:00:00+00:00,6837.35009765625,6840.52001953125,6834.990234375,6835.93994140625,25552000
2026-02-23 17:05:00+00:00,6837.240234375,6840.5498046875,6836.1298828125,6837.43017578125,23162000
2026-02-23 17:10:00+00:00,6833.85986328125,6838.5400390625,6832.77001953125,6837.06982421875,23743000
2026-02-23 17:15:00+00:00,6835.2900390625,6838.68017578125,6833.9599609375,6834.0,24213000
2026-02-23 17:20:00+00:00,6835.080078125,6838.14013671875,6834.3701171875,6835.2099609375,23596000
2026-02-23 17:25:00+00:00,6833.419921875,6836.6298828125,6833.259765625,6834.990234375,23247000
2026-02-23 17:30:00+00:00,6829.97021484375,6833.52001953125,6829.35986328125,6833.39013671875,22532000
2026-02-23 17:35:00+00:00,6822.52001953125,6829.91015625,6822.52001953125,6829.8798828125,25296000
2026-02-23 17:40:00+00:00,6828.5,6832.7001953125,6821.81005859375,6822.47998046875,25076000
2026-02-23 17:45:00+00:00,6827.27978515625,6831.41015625,6826.33984375,6828.3798828125,20302000
2026-02-23 17:50:00+00:00,6835.47021484375,6837.259765625,6827.18017578125,6827.2001953125,23016000
2026-02-23 17:55:00+00:00,6836.18994140625,6839.22998046875,6834.509765625,6835.43017578125,21568000
2026-02-23 18:00:00+00:00,6839.97021484375,6840.7001953125,6835.7099609375,6836.22998046875,21719000
2026-02-23 18:05:00+00:00,6844.7099609375,6844.83984375,6839.759765625,6839.990234375,21264000
2026-02-23 18:10:00+00:00,6847.5400390625,6847.75,6842.89013671875,6844.740234375,23954000
2026-02-23 18:15:00+00:00,6847.60986328125,6850.02001953125,6846.39013671875,6847.43017578125,21866000
2026-02-23 18:20:00+00:00,6853.91015625,6854.39013671875,6847.43017578125,6847.669921875,23377000
2026-02-23 18:25:00+00:00,6854.25,6855.5400390625,6852.490234375,6853.97021484375,26145000
2026-02-23 18:30:00+00:00,6853.7001953125,6854.5400390625,6851.16015625,6854.330078125,23148000
2026-02-23 18:35:00+00:00,6850.60009765625,6855.5498046875,6850.60009765625,6853.7001953125,22265000
2026-02-23 18:40:00+00:00,6846.33984375,6851.68994140625,6845.330078125,6850.6298828125,22082000
2026-02-23 18:45:00+00:00,6848.89990234375,6850.16015625,6844.68994140625,6846.41015625,20972000
2026-02-23 18:50:00+00:00,6841.669921875,6849.02978515625,6841.3701171875,6848.89990234375,21174000
2026-02-23 18:55:00+00:00,6836.2900390625,6842.08984375,6835.22021484375,6841.6201171875,24319000
2026-02-23 19:00:00+00:00,6834.89013671875,6838.60009765625,6834.43017578125,6836.35009765625,23713000
2026-02-23 19:05:00+00:00,6834.89990234375,6837.25,6833.66015625,6834.68994140625,26967000
2026-02-23 19:10:00+00:00,6835.4501953125,6837.2998046875,6833.3798828125,6834.97021484375,22366000
2026-02-23 19:15:00+00:00,6834.1201171875,6836.89990234375,6832.52001953125,6835.39990234375,22261000
2026-02-23 19:20:00+00:00,6833.2998046875,6834.990234375,6832.009765625,6834.080078125,21330000
2026-02-23 19:25:00+00:00,6828.509765625,6834.81005859375,6828.02978515625,6833.43017578125,23916000
2026-02-23 19:30:00+00:00,6829.27978515625,6832.47021484375,6828.60009765625,6828.60009765625,23273000
2026-02-23 19:35:00+00:00,6827.72021484375,6829.2998046875,6826.27978515625,6829.27001953125,25863000
2026-02-23 19:40:00+00:00,6824.8701171875,6827.68017578125,6821.77978515625,6827.68017578125,27180000
2026-02-23 19:45:00+00:00,6829.41015625,6830.72021484375,6824.080078125,6825.06005859375,25894000
2026-02-23 19:50:00+00:00,6828.02978515625,6830.22021484375,6826.919921875,6829.52001953125,24851000
2026-02-23 19:55:00+00:00,6826.52978515625,6831.22998046875,6825.9501953125,6828.02978515625,31495000
2026-02-23 20:00:00+00:00,6828.06005859375,6830.31982421875,6826.4501953125,6826.64990234375,26662000
2026-02-23 20:05:00+00:00,6825.10009765625,6829.31982421875,6824.39013671875,6828.14013671875,27396000
